ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Authors,DataEntry,Consultants,Representations,alt_names,date
kara1499,Kalamang,kara1499,Kalamang,kgv,Papunesia,-3.47037,132.678,West Bomberai,Eline Visser,Eline Visser,Bernard Comrie,Phonemic,,2021-02-08
