ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Transcriptions,AlternativeValues
kara1499-9-670-1,,kara1499,9-670,kamung,kamung,,,visser2021,,false,,,Phonemic,
kara1499-9-670-2,,kara1499,9-670,taba,taba,,,visser2021,,false,,,Phonemic,
kara1499-9-730-1,,kara1499,9-730,naun kerkap,naun kerkap,,lit. red earth,visser2021,,false,,,Phonemic,
kara1499-9-740-1,,kara1499,9-740,gelas,gelas,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-9-750-1,,kara1499,9-750,kajie,kajie,,,visser2021,,false,,,Phonemic,
kara1499-9-750-2,,kara1499,9-750,gaim,gaim,,,visser2021,,false,,,Phonemic,
kara1499-9-750-3,,kara1499,9-750,nadadi,nadadi,,,visser2021,,false,,,Phonemic,
kara1499-9-760-1,,kara1499,9-760,kiem,kiem,,,visser2021,,false,,,Phonemic,
kara1499-9-760-2,,kara1499,9-760,pan,pan,,,visser2021,,false,,,Phonemic,
kara1499-9-760-3,,kara1499,9-760,kurera,kurera,,,visser2021,,false,,,Phonemic,
kara1499-9-770-1,,kara1499,9-770,irar,irar,,finely woven,visser2021,,false,,,Phonemic,
kara1499-9-770-2,,kara1499,9-770,kalifan,kalifan,,coarsely woven,visser2021,,false,,,Phonemic,
kara1499-9-780-1,,kara1499,9-780,toman,toman,,,visser2021,,false,,,Phonemic,
kara1499-9-791-1,,kara1499,9-791,kawiawi,kawiawi,,,visser2021,,false,,,Phonemic,
kara1499-9-810-1,,kara1499,9-810,kies,kies,,,visser2021,,false,,,Phonemic,
kara1499-9-840-1,,kara1499,9-840,taot,taot,,,visser2021,,false,,,Phonemic,
kara1499-9-890-1,,kara1499,9-890,cat,cat,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-10-110-1,,kara1499,10-110,iar,iar,,,visser2021,,false,,,Phonemic,
kara1499-10-120-1,,kara1499,10-120,barotma,barotma,,,visser2021,,false,,,Phonemic,
kara1499-10-120-2,,kara1499,10-120,roye,roye,,,visser2021,,false,,,Phonemic,
kara1499-10-120-3,,kara1499,10-120,malaouk,malaouk,,,visser2021,,false,,,Phonemic,
kara1499-10-120-4,,kara1499,10-120,mayilma,mayilma,,,visser2021,,false,,,Phonemic,
kara1499-10-130-1,,kara1499,10-130,barotma,barotma,,,visser2021,,false,,,Phonemic,
kara1499-10-130-2,,kara1499,10-130,naurar,naurar,,,visser2021,,false,,,Phonemic,
kara1499-10-130-3,,kara1499,10-130,roye,roye,,,visser2021,,false,,,Phonemic,
kara1499-10-140-1,,kara1499,10-140,kies,kies,,,visser2021,,false,,,Phonemic,
kara1499-10-140-2,,kara1499,10-140,kafan,kafan,,,visser2021,,false,,,Phonemic,
kara1499-10-140-3,,kara1499,10-140,karap,karap,,,visser2021,,false,,,Phonemic,
kara1499-10-150-1,,kara1499,10-150,nabulis,nabulis,,,visser2021,,false,,,Phonemic,
kara1499-10-160-1,,kara1499,10-160,matur,matur,,,visser2021,,false,,,Phonemic,
kara1499-10-160-2,,kara1499,10-160,paruak,paruak,,,visser2021,,false,,,Phonemic,
kara1499-10-160-3,,kara1499,10-160,lapas,lapas,,,visser2021,,false,,,Phonemic,
kara1499-10-160-4,,kara1499,10-160,naberuak,naberuak,,,visser2021,,false,,,Phonemic,
kara1499-10-160-5,,kara1499,10-160,komamun,komamun,,,visser2021,,false,,,Phonemic,
kara1499-10-170-1,,kara1499,10-170,golma,golma,,,visser2021,,false,,,Phonemic,
kara1499-10-220-1,,kara1499,10-220,masak,masak,,,visser2021,,false,,,Phonemic,
kara1499-10-220-2,,kara1499,10-220,ganggie,ganggie,,,visser2021,,false,,,Phonemic,
kara1499-10-230-1,,kara1499,10-230,tur,tur,,,visser2021,,false,,,Phonemic,
kara1499-10-250-1,,kara1499,10-250,komain,komain,,,visser2021,,false,,,Phonemic,
kara1499-10-250-2,,kara1499,10-250,muk,muk,,,visser2021,,false,,,Phonemic,
kara1499-10-250-3,,kara1499,10-250,walawala,walawala,,,visser2021,,false,,,Phonemic,
kara1499-10-250-4,,kara1499,10-250,mudi,mudi,,,visser2021,,false,,,Phonemic,
kara1499-10-252-1,,kara1499,10-252,loku,loku,,,visser2021,,false,,,Phonemic,
kara1499-10-260-1,,kara1499,10-260,tun,tun,,,visser2021,,false,,,Phonemic,
kara1499-10-260-2,,kara1499,10-260,goyang,goyang,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-10-330-1,,kara1499,10-330,dare,dare,,,visser2021,,false,,,Phonemic,
kara1499-10-340-1,,kara1499,10-340,pouk,pouk,,,visser2021,,false,,,Phonemic,
kara1499-10-350-1,,kara1499,10-350,yie,yie,,,visser2021,,false,,,Phonemic,
kara1499-10-351-1,,kara1499,10-351,ar,ar,,,visser2021,,false,,,Phonemic,
kara1499-10-360-1,,kara1499,10-360,kinggir,kinggir,,,visser2021,,false,,,Phonemic,
kara1499-10-370-1,,kara1499,10-370,pararuo,pararuo,,,visser2021,,false,,,Phonemic,
kara1499-10-380-1,,kara1499,10-380,kou,kou,,,visser2021,,false,,,Phonemic,
kara1499-10-410-1,,kara1499,10-410,gareor,gareor,,,visser2021,,false,,,Phonemic,
kara1499-10-410-2,,kara1499,10-410,guadang,guadang,,,visser2021,,false,,,Phonemic,
kara1499-10-410-3,,kara1499,10-410,manggaren,manggaren,,,visser2021,,false,,,Phonemic,
kara1499-10-412-1,,kara1499,10-412,eiruk,eiruk,,,visser2021,,false,,,Phonemic,
kara1499-10-420-1,,kara1499,10-420,sou,sou,,,visser2021,,false,,,Phonemic,
kara1499-10-430-1,,kara1499,10-430,dalang,dalang,,,visser2021,,false,,,Phonemic,
kara1499-10-431-1,,kara1499,10-431,sempang,sempang,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-10-440-1,,kara1499,10-440,nasula,nasula,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-10-440-2,,kara1499,10-440,tarian,tarian,,,visser2021,,false,,,Phonemic,
kara1499-10-450-1,,kara1499,10-450,marmar,marmar,,,visser2021,,false,,,Phonemic,
kara1499-10-460-1,,kara1499,10-460,kiem,kiem,,,visser2021,,false,,,Phonemic,
kara1499-10-460-2,,kara1499,10-460,tiri,tiri,,,visser2021,,false,,,Phonemic,
kara1499-10-470-1,,kara1499,10-470,bo,bo,,,visser2021,,false,,,Phonemic,
kara1499-10-471-1,,kara1499,10-471,sara,sara,,,visser2021,,false,,,Phonemic,
kara1499-10-471-2,,kara1499,10-471,era,era,,,visser2021,,false,,,Phonemic,
kara1499-10-472-1,,kara1499,10-472,sara,sara,,,visser2021,,false,,,Phonemic,
kara1499-10-473-1,,kara1499,10-473,bara,bara,,,visser2021,,false,,,Phonemic,
kara1499-10-474-1,,kara1499,10-474,taluk,taluk,,,visser2021,,false,,,Phonemic,
kara1499-10-480-1,,kara1499,10-480,mia,mia,,,visser2021,,false,,,Phonemic,
kara1499-10-481-1,,kara1499,10-481,yecie,yecie,,,visser2021,,false,,,Phonemic,
kara1499-10-491-1,,kara1499,10-491,gosomin,gosomin,,,visser2021,,false,,,Phonemic,
kara1499-10-510-1,,kara1499,10-510,kiem,kiem,,,visser2021,,false,,,Phonemic,
kara1499-10-520-1,,kara1499,10-520,pareir,pareir,,,visser2021,,false,,,Phonemic,
kara1499-10-530-1,,kara1499,10-530,sarie,sarie,,,visser2021,,false,,,Phonemic,
kara1499-10-550-1,,kara1499,10-550,kobes,kobes,,,visser2021,,false,,,Phonemic,
kara1499-10-570-1,,kara1499,10-570,masuk,masuk,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-10-610-1,,kara1499,10-610,poup,poup,,living being on back,visser2021,,false,,,Phonemic,
kara1499-10-612-1,,kara1499,10-612,tanggo,tanggo,,,visser2021,,false,,,Phonemic,
kara1499-10-613-1,,kara1499,10-613,lebaleba,lebaleba,,,visser2021,,false,,,Phonemic,
kara1499-10-613-2,,kara1499,10-613,bitko,bitko,,,visser2021,,false,,,Phonemic,
kara1499-10-614-1,,kara1499,10-614,pabie,pabie,,with help of string around neck,visser2021,,false,,,Phonemic,
kara1499-10-615-1,,kara1499,10-615,nawas,nawas,,,visser2021,,false,,,Phonemic,
kara1499-10-620-1,,kara1499,10-620,kuru,kuru,,,visser2021,,false,,,Phonemic,
kara1499-10-620-2,,kara1499,10-620,kuet,kuet,,,visser2021,,false,,,Phonemic,
kara1499-10-620-3,,kara1499,10-620,bon,bon,,,visser2021,,false,,,Phonemic,
kara1499-10-630-1,,kara1499,10-630,kiempanait,kiempanait,,,visser2021,,false,,,Phonemic,
kara1499-10-630-2,,kara1499,10-630,kama,kama,,,visser2021,,false,,,Phonemic,
kara1499-10-640-1,,kara1499,10-640,narorar,narorar,,,visser2021,,false,,,Phonemic,
kara1499-10-660-1,,kara1499,10-660,tiri,tiri,,"motor boat, bike",visser2021,,false,,,Phonemic,
kara1499-10-670-1,,kara1499,10-670,deir,deir,,,visser2021,,false,,,Phonemic,
kara1499-10-670-2,,kara1499,10-670,kosiaur,kosiaur,,,visser2021,,false,,,Phonemic,
kara1499-10-710-1,,kara1499,10-710,urap,urap,,,visser2021,,false,,,Phonemic,
kara1499-10-710-2,,kara1499,10-710,borun,borun,,,visser2021,,false,,,Phonemic,
kara1499-10-720-1,,kara1499,10-720,urap,urap,,,visser2021,,false,,,Phonemic,
kara1499-10-810-1,,kara1499,10-810,kapal,kapal,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-10-830-1,,kara1499,10-830,kapal,kapal,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-10-831-1,,kara1499,10-831,et,et,,,visser2021,,false,,,Phonemic,
kara1499-10-832-1,,kara1499,10-832,sanngat,sanngat,,,visser2021,,false,,,Phonemic,
kara1499-10-832-2,,kara1499,10-832,saser,saser,,,visser2021,,false,,,Phonemic,
kara1499-10-850-1,,kara1499,10-850,yal,yal,,,visser2021,,false,,,Phonemic,
kara1499-10-851-1,,kara1499,10-851,yal,yal,,,visser2021,,false,,,Phonemic,
kara1499-10-852-1,,kara1499,10-852,yal,yal,,,visser2021,,false,,,Phonemic,
kara1499-10-860-1,,kara1499,10-860,uli,uli,,,visser2021,,false,,,Phonemic,
kara1499-10-870-1,,kara1499,10-870,peler,peler,,,visser2021,,false,,,Phonemic,
kara1499-10-880-1,,kara1499,10-880,kier,kier,,,visser2021,,false,,,Phonemic,
kara1499-10-890-1,,kara1499,10-890,saor,saor,,,visser2021,,false,,,Phonemic,
kara1499-10-910-1,,kara1499,10-910,los,los,,,visser2021,,false,,,Phonemic,
kara1499-10-920-1,,kara1499,10-920,mararak,mararak,,,visser2021,,false,,,Phonemic,
kara1499-11-150-1,,kara1499,11-150,kinkin,kinkin,,,visser2021,,false,,,Phonemic,
kara1499-11-150-2,,kara1499,11-150,iar,iar,,,visser2021,,false,,,Phonemic,
kara1499-11-150-3,,kara1499,11-150,tanggo,tanggo,,,visser2021,,false,,,Phonemic,
kara1499-11-160-1,,kara1499,11-160,jie,jie,,,visser2021,,false,,,Phonemic,
kara1499-11-160-2,,kara1499,11-160,rep,rep,,,visser2021,,false,,,Phonemic,
kara1499-11-180-1,,kara1499,11-180,don,don,,,visser2021,,false,,,Phonemic,
kara1499-11-220-1,,kara1499,11-220,namasuk,namasuk,,,visser2021,,false,,,Phonemic,
kara1499-11-240-1,,kara1499,11-240,cam,cam,,,visser2021,,false,,,Phonemic,
kara1499-11-270-1,,kara1499,11-270,fakurat,fakurat,,,visser2021,,false,,,Phonemic,
kara1499-11-310-1,,kara1499,11-310,sanngara,sanngara,,,visser2021,,false,,,Phonemic,
kara1499-11-320-1,,kara1499,11-320,koluk,koluk,,,visser2021,,false,,,Phonemic,
kara1499-11-430-1,,kara1499,11-430,lolok,lolok,,,visser2021,,false,,,Phonemic,
kara1499-11-430-2,,kara1499,11-430,pitis,pitis,,,visser2021,,false,,,Phonemic,
kara1499-11-510-1,,kara1499,11-510,kaya,kaya,,,visser2021,,false,,,Phonemic,
kara1499-11-540-1,,kara1499,11-540,kir,kir,,,visser2021,,false,,,Phonemic,
kara1499-11-620-1,,kara1499,11-620,napinjang,napinjang,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-11-640-1,,kara1499,11-640,uran,uran,,,visser2021,,false,,,Phonemic,
kara1499-11-650-1,,kara1499,11-650,newer,newer,,,visser2021,,false,,,Phonemic,
kara1499-11-810-1,,kara1499,11-810,jie,jie,,,visser2021,,false,,,Phonemic,
kara1499-11-820-1,,kara1499,11-820,parein,parein,,,visser2021,,false,,,Phonemic,
kara1499-11-850-1,,kara1499,11-850,pasar,pasar,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-11-870-1,,kara1499,11-870,pareinun,pareinun,,,visser2021,,false,,,Phonemic,
kara1499-11-910-1,,kara1499,11-910,yap,yap,,,visser2021,,false,,,Phonemic,
kara1499-12-10-1,,kara1499,12-10,setela,setela,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-12-11-1,,kara1499,12-11,silepko,silepko,,,visser2021,,false,,,Phonemic,
kara1499-12-11-2,,kara1499,12-11,epko,epko,,,visser2021,,false,,,Phonemic,
kara1499-12-11-3,,kara1499,12-11,silep-,silep-,,,visser2021,,false,,,Phonemic,
kara1499-12-11-4,,kara1499,12-11,ep-,ep-,,,visser2021,,false,,,Phonemic,
kara1499-12-20-1,,kara1499,12-20,mul-,mul-,,,visser2021,,false,,,Phonemic,
kara1499-12-20-2,,kara1499,12-20,mulko,mulko,,,visser2021,,false,,,Phonemic,
kara1499-12-30-1,,kara1499,12-30,elak-,elak-,,,visser2021,,false,,,Phonemic,
kara1499-12-30-2,,kara1499,12-30,elao,elao,,,visser2021,,false,,,Phonemic,
kara1499-12-41-1,,kara1499,12-41,borara,borara,,,visser2021,,false,,,Phonemic,
kara1499-12-41-2,,kara1499,12-41,kalaor,kalaor,,,visser2021,,false,,,Phonemic,
kara1499-12-41-3,,kara1499,12-41,sabar,sabar,,,visser2021,,false,,,Phonemic,
kara1499-12-41-4,,kara1499,12-41,kanggirarunggo,kanggirarunggo,,,visser2021,,false,,,Phonemic,
kara1499-12-50-1,,kara1499,12-50,ner-,ner-,,,visser2021,,false,,,Phonemic,
kara1499-12-50-2,,kara1499,12-50,neko,neko,,,visser2021,,false,,,Phonemic,
kara1499-12-50-3,,kara1499,12-50,nerun,nerun,,,visser2021,,false,,,Phonemic,
kara1499-12-50-4,,kara1499,12-50,nerunggo,nerunggo,,,visser2021,,false,,,Phonemic,
kara1499-12-60-1,,kara1499,12-60,kol-,kol-,,,visser2021,,false,,,Phonemic,
kara1499-12-60-2,,kara1499,12-60,talep,talep,,,visser2021,,false,,,Phonemic,
kara1499-12-60-3,,kara1499,12-60,kolko,kolko,,,visser2021,,false,,,Phonemic,
kara1499-12-70-1,,kara1499,12-70,elak-,elak-,,,visser2021,,false,,,Phonemic,
kara1499-12-70-2,,kara1499,12-70,elao,elao,,,visser2021,,false,,,Phonemic,
kara1499-12-80-1,,kara1499,12-80,keit-,keit-,,,visser2021,,false,,,Phonemic,
kara1499-12-80-2,,kara1499,12-80,keitko,keitko,,,visser2021,,false,,,Phonemic,
kara1499-12-110-1,,kara1499,12-110,go,go,,,visser2021,,false,,,Phonemic,
kara1499-12-120-1,,kara1499,12-120,maraouk,maraouk,,,visser2021,,false,,,Phonemic,
kara1499-12-130-1,,kara1499,12-130,meleluo,meleluo,,,visser2021,,false,,,Phonemic,
kara1499-12-150-1,,kara1499,12-150,mambara,mambara,,,visser2021,,false,,,Phonemic,
kara1499-12-160-1,,kara1499,12-160,tua,tua,,,visser2021,,false,,,Phonemic,
kara1499-12-160-2,,kara1499,12-160,gocie,gocie,,,visser2021,,false,,,Phonemic,
kara1499-12-170-1,,kara1499,12-170,naharen,naharen,,,visser2021,,false,,,Phonemic,
kara1499-12-210-1,,kara1499,12-210,rep,rep,,,visser2021,,false,,,Phonemic,
kara1499-12-210-2,,kara1499,12-210,natada,natada,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-12-210-3,,kara1499,12-210,olol,olol,,,visser2021,,false,,,Phonemic,
kara1499-12-212-1,,kara1499,12-212,kajie,kajie,,,visser2021,,false,,,Phonemic,
kara1499-12-213-1,,kara1499,12-213,tengguen,tengguen,,,visser2021,,false,,,Phonemic,
kara1499-12-213-2,,kara1499,12-213,merengguen,merengguen,,,visser2021,,false,,,Phonemic,
kara1499-12-232-1,,kara1499,12-232,yap,yap,,,visser2021,,false,,,Phonemic,
kara1499-12-240-1,,kara1499,12-240,paherma,paherma,,,visser2021,,false,,,Phonemic,
kara1499-12-240-2,,kara1499,12-240,wirma,wirma,,,visser2021,,false,,,Phonemic,
kara1499-12-240-3,,kara1499,12-240,tangguorma,tangguorma,,,visser2021,,false,,,Phonemic,
kara1499-12-240-4,,kara1499,12-240,nasiwik,nasiwik,,,visser2021,,false,,,Phonemic,
kara1499-12-240-5,,kara1499,12-240,kahetma,kahetma,,,visser2021,,false,,,Phonemic,
kara1499-12-240-6,,kara1499,12-240,borma,borma,,,visser2021,,false,,,Phonemic,
kara1499-12-250-1,,kara1499,12-250,koyen,koyen,,,visser2021,,false,,,Phonemic,
kara1499-12-250-2,,kara1499,12-250,komasasuk,komasasuk,,,visser2021,,false,,,Phonemic,
kara1499-12-250-3,,kara1499,12-250,tara,tara,,,visser2021,,false,,,Phonemic,
kara1499-12-250-4,,kara1499,12-250,sanggie,sanggie,,,visser2021,,false,,,Phonemic,
kara1499-12-250-5,,kara1499,12-250,nunun,nunun,,,visser2021,,false,,,Phonemic,
kara1499-12-250-6,,kara1499,12-250,nawarak,nawarak,,,visser2021,,false,,,Phonemic,
kara1499-12-260-1,,kara1499,12-260,komasabur,komasabur,,,visser2021,,false,,,Phonemic,
kara1499-12-260-2,,kara1499,12-260,koyen,koyen,,,visser2021,,false,,,Phonemic,
kara1499-12-260-3,,kara1499,12-260,komasasuk,komasasuk,,,visser2021,,false,,,Phonemic,
kara1499-12-270-1,,kara1499,12-270,mormor,mormor,,,visser2021,,false,,,Phonemic,
kara1499-12-270-2,,kara1499,12-270,nung,nung,,,visser2021,,false,,,Phonemic,
kara1499-12-310-1,,kara1499,12-310,nawarir,nawarir,,,visser2021,,false,,,Phonemic,
kara1499-12-320-1,,kara1499,12-320,garos,garos,,of tide only,visser2021,,false,,,Phonemic,
kara1499-12-330-1,,kara1499,12-330,keit-,keit-,,,visser2021,,false,,,Phonemic,
kara1499-12-340-1,,kara1499,12-340,elak-,elak-,,,visser2021,,false,,,Phonemic,
kara1499-12-352-1,,kara1499,12-352,belbel,belbel,,,visser2021,,false,,,Phonemic,
kara1499-12-353-1,,kara1499,12-353,as-,as-,,,visser2021,,false,,,Phonemic,
kara1499-12-353-2,,kara1499,12-353,asun,asun,,,visser2021,,false,,,Phonemic,
kara1499-12-353-3,,kara1499,12-353,siep-,siep-,,,visser2021,,false,,,Phonemic,
kara1499-12-353-4,,kara1499,12-353,sieun,sieun,,,visser2021,,false,,,Phonemic,
kara1499-12-353-5,,kara1499,12-353,duk,duk,,,visser2021,,false,,,Phonemic,
kara1499-12-360-1,,kara1499,12-360,mul-,mul-,,,visser2021,,false,,,Phonemic,
kara1499-12-360-2,,kara1499,12-360,mulun,mulun,,,visser2021,,false,,,Phonemic,
kara1499-12-360-3,,kara1499,12-360,kirarun,kirarun,,,visser2021,,false,,,Phonemic,
kara1499-12-360-4,,kara1499,12-360,tair,tair,,,visser2021,,false,,,Phonemic,
kara1499-12-360-5,,kara1499,12-360,-dok,-dok,,,visser2021,,false,,,Phonemic,
kara1499-12-360-6,,kara1499,12-360,-pis,-pis,,,visser2021,,false,,,Phonemic,
kara1499-12-370-1,,kara1499,12-370,raor,raor,,,visser2021,,false,,,Phonemic,
kara1499-12-410-1,,kara1499,12-410,tanbes,tanbes,,,visser2021,,false,,,Phonemic,
kara1499-12-420-1,,kara1499,12-420,tantayon,tantayon,,,visser2021,,false,,,Phonemic,
kara1499-12-430-1,,kara1499,12-430,kokir,kokir,,,visser2021,,false,,,Phonemic,
kara1499-12-440-1,,kara1499,12-440,kahen,kahen,,,visser2021,,false,,,Phonemic,
kara1499-12-450-1,,kara1499,12-450,talawak,talawak,,,visser2021,,false,,,Phonemic,
kara1499-12-460-1,,kara1499,12-460,daru,daru,,,visser2021,,false,,,Phonemic,
kara1499-12-460-2,,kara1499,12-460,kemanur,kemanur,,,visser2021,,false,,,Phonemic,
kara1499-12-470-1,,kara1499,12-470,kuawi,kuawi,,,visser2021,,false,,,Phonemic,
kara1499-12-480-1,,kara1499,12-480,tarangin,tarangin,,,visser2021,,false,,,Phonemic,
kara1499-12-530-1,,kara1499,12-530,kos,kos,,,visser2021,,false,,,Phonemic,
kara1499-12-540-1,,kara1499,12-540,ukir,ukir,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-12-541-1,,kara1499,12-541,taraman,taraman,,,visser2021,,false,,,Phonemic,
kara1499-12-550-1,,kara1499,12-550,temun,temun,,,visser2021,,false,,,Phonemic,
kara1499-12-560-1,,kara1499,12-560,cicaun,cicaun,,,visser2021,,false,,,Phonemic,
kara1499-12-560-2,,kara1499,12-560,caun,caun,,,visser2021,,false,,,Phonemic,
kara1499-12-570-1,,kara1499,12-570,kahen,kahen,,,visser2021,,false,,,Phonemic,
kara1499-12-580-1,,kara1499,12-580,ririn,ririn,,,visser2021,,false,,,Phonemic,
kara1499-12-580-2,,kara1499,12-580,kahen,kahen,,,visser2021,,false,,,Phonemic,
kara1499-12-590-1,,kara1499,12-590,tabusik,tabusik,,,visser2021,,false,,,Phonemic,
kara1499-12-610-1,,kara1499,12-610,laus,laus,,,visser2021,,false,,,Phonemic,
kara1499-12-610-2,,kara1499,12-610,soul,soul,,,visser2021,,false,,,Phonemic,
kara1499-12-620-1,,kara1499,12-620,kou,kou,,,visser2021,,false,,,Phonemic,
kara1499-12-630-1,,kara1499,12-630,mawal,mawal,,,visser2021,,false,,,Phonemic,
kara1499-12-650-1,,kara1499,12-650,samsik,samsik,,,visser2021,,false,,,Phonemic,
kara1499-12-670-1,,kara1499,12-670,naman,naman,,,visser2021,,false,,,Phonemic,
kara1499-12-710-1,,kara1499,12-710,rata,rata,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-12-730-1,,kara1499,12-730,yuorsik,yuorsik,,,visser2021,,false,,,Phonemic,
kara1499-12-740-1,,kara1499,12-740,maulcie,maulcie,,,visser2021,,false,,,Phonemic,
kara1499-12-740-2,,kara1499,12-740,kawarcie,kawarcie,,,visser2021,,false,,,Phonemic,
kara1499-12-740-3,,kara1499,12-740,taungtaung,taungtaung,,,visser2021,,false,,,Phonemic,
kara1499-12-750-1,,kara1499,12-750,kaling,kaling,,for fishing,visser2021,,false,,,Phonemic,
kara1499-12-760-1,,kara1499,12-760,sair,sair,,,visser2021,,false,,,Phonemic,
kara1499-12-830-1,,kara1499,12-830,gol,gol,,,visser2021,,false,,,Phonemic,
kara1499-12-850-1,,kara1499,12-850,pos,pos,,,visser2021,,false,,,Phonemic,
kara1499-12-850-2,,kara1499,12-850,suarkang,suarkang,,,visser2021,,false,,,Phonemic,
kara1499-12-920-1,,kara1499,12-920,nain,nain,,,visser2021,,false,,,Phonemic,
kara1499-12-930-1,,kara1499,12-930,salir,salir,,,visser2021,,false,,,Phonemic,
kara1499-12-930-2,,kara1499,12-930,naruba,naruba,,,visser2021,,false,,,Phonemic,
kara1499-13-0-1,,kara1499,13-0,saerak,saerak,,,visser2021,,false,,,Phonemic,
kara1499-13-10-1,,kara1499,13-10,kaninggonie,kaninggonie,,,visser2021,,false,,,Phonemic,
kara1499-13-20-1,,kara1499,13-20,eir,eir,,,visser2021,,false,,,Phonemic,
kara1499-13-30-1,,kara1499,13-30,karuok,karuok,,,visser2021,,false,,,Phonemic,
kara1499-13-40-1,,kara1499,13-40,kansuor,kansuor,,,visser2021,,false,,,Phonemic,
kara1499-13-50-1,,kara1499,13-50,ap,ap,,,visser2021,,false,,,Phonemic,
kara1499-13-60-1,,kara1499,13-60,raman,raman,,,visser2021,,false,,,Phonemic,
kara1499-13-70-1,,kara1499,13-70,ramandalin,ramandalin,,,visser2021,,false,,,Phonemic,
kara1499-13-80-1,,kara1499,13-80,irie,irie,,,visser2021,,false,,,Phonemic,
kara1499-13-90-1,,kara1499,13-90,kaninggonie,kaninggonie,,,visser2021,,false,,,Phonemic,
kara1499-13-100-1,,kara1499,13-100,putkon,putkon,,,visser2021,,false,,,Phonemic,
kara1499-13-101-1,,kara1499,13-101,putkon ba kon,putkon ba kon,,,visser2021,,false,,,Phonemic,
kara1499-13-102-1,,kara1499,13-102,putkon ba eir,putkon ba eir,,,visser2021,,false,,,Phonemic,
kara1499-13-103-1,,kara1499,13-103,putkon ba ap,putkon ba ap,,,visser2021,,false,,,Phonemic,
kara1499-13-104-1,,kara1499,13-104,purir,purir,,,visser2021,,false,,,Phonemic,
kara1499-13-105-1,,kara1499,13-105,reit,reit,,,visser2021,,false,,,Phonemic,
kara1499-13-106-1,,kara1499,13-106,ripi,ripi,,,visser2021,,false,,,Phonemic,
kara1499-13-107-1,,kara1499,13-107,narekin,narekin,,Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-13-140-1,,kara1499,13-140,tebonggan,tebonggan,,,visser2021,,false,,,Phonemic,
kara1499-13-150-1,,kara1499,13-150,reidak,reidak,,,visser2021,,false,,,Phonemic,
kara1499-13-160-1,,kara1499,13-160,lebe,lebe,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-13-170-1,,kara1499,13-170,reingge,reingge,,,visser2021,,false,,,Phonemic,
kara1499-13-180-1,,kara1499,13-180,cukup,cukup,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-13-181-1,,kara1499,13-181,ikon,ikon,,,visser2021,,false,,,Phonemic,
kara1499-13-181-2,,kara1499,13-181,taukon,taukon,,,visser2021,,false,,,Phonemic,
kara1499-13-181-3,,kara1499,13-181,utkon,utkon,,,visser2021,,false,,,Phonemic,
kara1499-13-210-1,,kara1499,13-210,mikon,mikon,,,visser2021,,false,,,Phonemic,
kara1499-13-220-1,,kara1499,13-220,saerak,saerak,,,visser2021,,false,,,Phonemic,
kara1499-13-230-1,,kara1499,13-230,selet,selet,,,visser2021,,false,,,Phonemic,
kara1499-13-240-1,,kara1499,13-240,tabak,tabak,,,visser2021,,false,,,Phonemic,
kara1499-13-330-1,,kara1499,13-330,-saet,-saet,,,visser2021,,false,,,Phonemic,
kara1499-13-330-2,,kara1499,13-330,-tak,-tak,,,visser2021,,false,,,Phonemic,
kara1499-13-340-1,,kara1499,13-340,giarun,giarun,,,visser2021,,false,,,Phonemic,
kara1499-13-350-1,,kara1499,13-350,epkadok,epkadok,,,visser2021,,false,,,Phonemic,
kara1499-13-380-1,,kara1499,13-380,wanir,wanir,,,visser2021,,false,,,Phonemic,
kara1499-13-440-1,,kara1499,13-440,wanggaruok,wanggaruok,,,visser2021,,false,,,Phonemic,
kara1499-14-110-1,,kara1499,14-110,waktu,waktu,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-14-110-2,,kara1499,14-110,jaman,jaman,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-14-120-1,,kara1499,14-120,usia,usia,,Malay or other Austronesian loan,visser2021,,true,,,Phonemic,
kara1499-14-130-1,,kara1499,14-130,giarun,giarun,,,visser2021,,false,,,Phonemic,
kara1499-14-140-1,,kara1499,14-140,towari,towari,,,visser2021,,false,,,Phonemic,
